Event_Name,CharacterImageSerialNumber,케릭터 이름,대사,선택지가 있는가?,선택지 대사,선택후 대사,변경할 배경 번호,주사위를 굴리는가?,주사위 대사,주사위 종류,대상 스탯,이벤트 후 대사,어떤 리셋인가?,아이템 번호,다음 장면,서브화면
Example,0,3,[...띵동!],,,,,,,,,,,,,
,0,0,[6층입니다.],,,,5,,,,,,,,,
,0,,6층에는 고요함이 내려 앉아 있고 혈향이 은은하게 당신의 코 아래 맴돈다.,,,,,,,,,,,,,
,0,-10,당신 귀에 들어오는 소리라고는 엘레베이터의 웅웅거리는 소리와 전등의 전자기장 소리 뿐.,,,,,,,,,,,,,
,0,,[저벅 저벅 저벅],,,,,,,,,,,,,
,0,,누군가 당신의 엘레베이터 도착음을 들었을까? 복도에서 정적을 깨고 누군가의 발소리가 들린다.,,,,,,,,,,,,,
,0,,[저벅 저벅 저벅],,,,,,,,,,,,,
,0,,[저벅 저벅 저벅],,,,,,,,,,,,,
,0,,[저벅 저벅 저벅],,,,,,,,,,,,,
,0,,발걸음의 소리는 겹쳐서 들렸고 여려명의 사람이 다가오는 듯 했다.,,,,,,,,,,,,,
,0,,[저벅.],,,,,,,,,,,,,
,0,,[저벅.],,,,,,,,,,,,,
,0,0,[저벅.],,,,,,,,,,,,,
,0,,그러다 한 순간@ 동시에 걸어오는 소리가 멈춘다.,,,,,,,,,,,,,
,0,,당신은 어딘가 모르게 드는 불안감에 몸을 돌려 엘레베이터에 탑승하려 한다.,,,,,,,,,,,,,7
,0,,당신이 뒤를 보는 순간 당신 뒤에 손이. 기다란 팔이.,,,,,,,,,,,,,
,0,-4,당신이 엘레베이터에 가는것을 허용하지 않는다.,,,,,,,,,,,,,
,0,0,“킥킥킥킥..킥..손님여러분께선 엘레베이터 사용을 삼가하시기 바랍니다킥킥..”,,,,,,,,,,,,,
,0,,이어서 이어질 일은 당신은 이미 알고 있다. 이전에 당신의 눈 앞에서 벌어졌던 일이 다시 한번 재현된다.,,,,,,,,,,,,,
,0,-6,손이 당신을 잡는다. 두 손은 얼굴에 감싸진다. 두 손은 당신의 두 팔을 잡는다. 두 손은 당신의 두 발목을 잡는다.,,,,,,,,,,,,,
,0,0,[우..드드득],,,,,,,,,,,,,
,0,,뒤틀리고 으스러지는 고통에 당신의 눈 앞은 새하얘진다.,,,,,,,,,,,,,
,0,,당신의 피는 바닥에 튀고 벽에 튀고 그도 모자라 바닥에 웅덩이가 고인다.,,,,,,,,,,,,,
,0,-4,당신을 쥐고 비튼 존재는 입을 길게 찢고 웃으며 무척이나 기분이 좋다는 듯 웃는다.,,,,,,,,,,,,,
,0,0,“킥..킥킥킥키킥..”,,,,,,,,,,,,,
,0,,존재는 할 일을 마쳤다. ,,,,,,,,,,,,,
,0,,복도는 다시 정적에 잠긴다.,,,,,,,,,,1,,,
end,,,,,,,,,,,,,,,,
